nCH	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6		Pulse	Threshold
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2875
 [04]	00306	00654	00695	00613	01000	01000		00048	-2924
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3192
 [04]	00306	00654	00695	00613	01000	01000		00046	-2480
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2697
 [04]	00306	00654	00695	00613	01000	01000		00049	-2313
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2600
 [04]	00306	00654	00695	00613	01000	01000		00666	-2573
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3566
 [04]	00306	00654	00695	00613	01000	01000		00066	-3122
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3352
 [04]	00306	00654	00695	00613	01000	01000		00048	-2739
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3358
 [04]	00306	00654	00695	00613	01000	01000		00047	-2897
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3166
 [04]	00306	00654	00695	00613	01000	01000		00050	-2769
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3080
 [04]	00306	00654	00695	00613	01000	01000		00666	-2942
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3465
 [04]	00306	00654	00695	00613	01000	01000		00066	-3293
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3253
 [04]	00306	00654	00695	00613	01000	01000		00048	-2850
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3262
 [04]	00306	00654	00695	00613	01000	01000		00047	-3063
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3062
 [04]	00306	00654	00695	00613	01000	01000		00050	-2899
 [04]	00306	00654	00695	00613	01000	01000		-0016	-2977
 [04]	00306	00654	00695	00613	01000	01000		00666	-2525
 [04]	00306	00654	00695	00613	01000	01000		-0017	-3019
 [04]	00306	00654	00695	00613	01000	01000		00065	-2790
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3418
 [04]	00306	00654	00695	00613	01000	01000		00048	-2663
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2818
 [04]	00306	00654	00695	00613	01000	01000		00046	-2565
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3229
 [04]	00306	00654	00695	00613	01000	01000		00050	-2675
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3144
 [04]	00306	00654	00695	00613	01000	01000		00666	-2857
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3520
 [04]	00306	00654	00695	00613	01000	01000		00066	-3192
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3322
 [04]	00306	00654	00695	00613	01000	01000		00048	-2779
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3324
 [04]	00306	00654	00695	00613	01000	01000		00047	-2973
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3135
 [04]	00306	00654	00695	00613	01000	01000		00050	-2819
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3036
 [04]	00306	00654	00695	00613	01000	01000		00666	-3106
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3373
 [04]	00306	00654	00695	00613	01000	01000		00065	-2730
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2851
 [04]	00306	00654	00695	00613	01000	01000		00048	-2949
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3174
 [04]	00306	00654	00695	00613	01000	01000		00046	-2514
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2674
 [04]	00306	00654	00695	00613	01000	01000		00049	-2328
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2562
 [04]	00306	00654	00695	00613	01000	01000		00666	-2506
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2951
 [04]	00306	00654	00695	00613	01000	01000		00065	-2818
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3385
 [04]	00306	00654	00695	00613	01000	01000		00048	-2713
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2743
 [04]	00306	00654	00695	00613	01000	01000		00046	-2594
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3200
 [04]	00306	00654	00695	00613	01000	01000		00050	-2739
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3096
 [04]	00306	00654	00695	00613	01000	01000		00666	-3016
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3443
 [04]	00306	00654	00695	00613	01000	01000		00065	-2669
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2950
 [04]	00306	00654	00695	00613	01000	01000		00048	-2887
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3237
 [04]	00306	00654	00695	00613	01000	01000		00047	-3095
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3047
 [04]	00306	00654	00695	00613	01000	01000		00049	-2290
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2669
 [04]	00306	00654	00695	00613	01000	01000		00666	-2466
 [04]	00306	00654	00695	00613	01000	01000		-0017	-3064
 [04]	00306	00654	00695	00613	01000	01000		00065	-2766
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3441
 [04]	00306	00654	00695	00613	01000	01000		00048	-2646
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2854
 [04]	00306	00654	00695	00613	01000	01000		00046	-2538
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3255
 [04]	00306	00654	00695	00613	01000	01000		00050	-2652
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3164
 [04]	00306	00654	00695	00613	01000	01000		00666	-2918
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3510
 [04]	00306	00654	00695	00613	01000	01000		00066	-3230
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3294
 [04]	00306	00654	00695	00613	01000	01000		00048	-2809
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3301
 [04]	00306	00654	00695	00613	01000	01000		00047	-2999
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3102
 [04]	00306	00654	00695	00613	01000	01000		00050	-2848
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3017
 [04]	00306	00654	00695	00613	01000	01000		00666	-3028
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3400
 [04]	00306	00654	00695	00613	01000	01000		00065	-2713
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2882
 [04]	00306	00654	00695	00613	01000	01000		00048	-2917
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3198
 [04]	00306	00654	00695	00613	01000	01000		00046	-2487
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2695
 [04]	00306	00654	00695	00613	01000	01000		00049	-2304
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2601
 [04]	00306	00654	00695	00613	01000	01000		00666	-2570
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3564
 [04]	00306	00654	00695	00613	01000	01000		00066	-3128
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3360
 [04]	00306	00654	00695	00613	01000	01000		00048	-2729
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3362
 [04]	00306	00654	00695	00613	01000	01000		00047	-2904
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3169
 [04]	00306	00654	00695	00613	01000	01000		00050	-2758
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3075
 [04]	00306	00654	00695	00613	01000	01000		00666	-2948
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3457
 [04]	00306	00654	00695	00613	01000	01000		00066	-3286
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3259
 [04]	00306	00654	00695	00613	01000	01000		00048	-2852
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3256
 [04]	00306	00654	00695	00613	01000	01000		00047	-3064
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3073
 [04]	00306	00654	00695	00613	01000	01000		00050	-2905
 [04]	00306	00654	00695	00613	01000	01000		-0016	-2971
 [04]	00306	00654	00695	00613	01000	01000		00666	-2526
 [04]	00306	00654	00695	00613	01000	01000		-0017	-3014
 [04]	00306	00654	00695	00613	01000	01000		00065	-2780
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3424
 [04]	00306	00654	00695	00613	01000	01000		00048	-2663
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2809
 [04]	00306	00654	00695	00613	01000	01000		00046	-2562
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3242
 [04]	00306	00654	00695	00613	01000	01000		00050	-2680
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3136
 [04]	00306	00654	00695	00613	01000	01000		00666	-2863
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3524
 [04]	00306	00654	00695	00613	01000	01000		00066	-3185
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3316
 [04]	00306	00654	00695	00613	01000	01000		00048	-2789
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3319
 [04]	00306	00654	00695	00613	01000	01000		00047	-2965
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3135
 [04]	00306	00654	00695	00613	01000	01000		00050	-2830
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3042
 [04]	00306	00654	00695	00613	01000	01000		00666	-3102
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3383
 [04]	00306	00654	00695	00613	01000	01000		00065	-2724
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2841
 [04]	00306	00654	00695	00613	01000	01000		00048	-2950
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3177
 [04]	00306	00654	00695	00613	01000	01000		00046	-2502
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2663
 [04]	00306	00654	00695	00613	01000	01000		00049	-2332
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2572
 [04]	00306	00654	00695	00613	01000	01000		00666	-2506
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2960
 [04]	00306	00654	00695	00613	01000	01000		00065	-2829
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3380
 [04]	00306	00654	00695	00613	01000	01000		00048	-2715
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2755
 [04]	00306	00654	00695	00613	01000	01000		00046	-2599
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3191
 [04]	00306	00654	00695	00613	01000	01000		00050	-2737
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3108
 [04]	00306	00654	00695	00613	01000	01000		00666	-3011
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3446
 [04]	00306	00654	00695	00613	01000	01000		00065	-2678
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2950
 [04]	00306	00654	00695	00613	01000	01000		00048	-2879
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3245
 [04]	00306	00654	00695	00613	01000	01000		00046	-2455
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2767
 [04]	00306	00654	00695	00613	01000	01000		00049	-2284
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2676
 [04]	00306	00654	00695	00613	01000	01000		00666	-2466
 [04]	00306	00654	00695	00613	01000	01000		-0017	-3058
 [04]	00306	00654	00695	00613	01000	01000		00065	-2771
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3448
 [04]	00306	00654	00695	00613	01000	01000		00049	-3285
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3137
 [04]	00306	00654	00695	00613	01000	01000		00046	-2547
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3255
 [04]	00306	00654	00695	00613	01000	01000		00050	-2639
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3162
 [04]	00306	00654	00695	00613	01000	01000		00666	-2919
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3499
 [04]	00306	00654	00695	00613	01000	01000		00066	-3226
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3302
 [04]	00306	00654	00695	00613	01000	01000		00048	-2804
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3299
 [04]	00306	00654	00695	00613	01000	01000		00047	-3004
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3112
 [04]	00306	00654	00695	00613	01000	01000		00050	-2847
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3007
 [04]	00306	00654	00695	00613	01000	01000		00666	-3034
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3399
 [04]	00306	00654	00695	00613	01000	01000		00065	-2705
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2884
 [04]	00306	00654	00695	00613	01000	01000		00048	-2924
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3191
 [04]	00306	00654	00695	00613	01000	01000		00046	-2485
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2705
 [04]	00306	00654	00695	00613	01000	01000		00049	-2311
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2596
 [04]	00306	00654	00695	00613	01000	01000		00666	-2573
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3563
 [04]	00306	00654	00695	00613	01000	01000		00066	-3120
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3359
 [04]	00306	00654	00695	00613	01000	01000		00048	-2738
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3356
 [04]	00306	00654	00695	00613	01000	01000		00047	-2898
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3175
 [04]	00306	00654	00695	00613	01000	01000		00050	-2769
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3073
 [04]	00306	00654	00695	00613	01000	01000		00666	-2944
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3465
 [04]	00306	00654	00695	00613	01000	01000		00066	-3285
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3250
 [04]	00306	00654	00695	00613	01000	01000		00048	-2854
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3257
 [04]	00306	00654	00695	00613	01000	01000		00047	-3057
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3064
 [04]	00306	00654	00695	00613	01000	01000		00050	-2906
 [04]	00306	00654	00695	00613	01000	01000		-0016	-2979
 [04]	00306	00654	00695	00613	01000	01000		00666	-2526
 [04]	00306	00654	00695	00613	01000	01000		-0017	-3025
 [04]	00306	00654	00695	00613	01000	01000		00065	-2786
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3416
 [04]	00306	00654	00695	00613	01000	01000		00048	-2667
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2818
 [04]	00306	00654	00695	00613	01000	01000		00046	-2559
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3231
 [04]	00306	00654	00695	00613	01000	01000		00050	-2681
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3147
 [04]	00306	00654	00695	00613	01000	01000		00666	-2858
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3532
 [04]	00306	00654	00695	00613	01000	01000		00066	-3196
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3320
 [04]	00306	00654	00695	00613	01000	01000		00048	-2782
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3329
 [04]	00306	00654	00695	00613	01000	01000		00047	-2971
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3132
 [04]	00306	00654	00695	00613	01000	01000		00050	-2819
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3044
 [04]	00306	00654	00695	00613	01000	01000		00666	-3103
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3378
 [04]	00306	00654	00695	00613	01000	01000		00065	-2735
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2852
 [04]	00306	00654	00695	00613	01000	01000		00048	-2946
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3181
 [04]	00306	00654	00695	00613	01000	01000		00046	-2514
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2670
 [04]	00306	00654	00695	00613	01000	01000		00049	-2325
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2571
 [04]	00306	00654	00695	00613	01000	01000		00643	-2682
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3511
 [04]	00306	00654	00695	00613	01000	01000		00066	-3225
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3295
 [04]	00306	00654	00695	00613	01000	01000		00048	-2815
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3300
 [04]	00306	00654	00695	00613	01000	01000		00027	-2851
 [04]	00306	00654	00695	00613	01000	01000		-0004	-3177
 [04]	00306	00654	00695	00613	01000	01000		00047	-2961
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3141
 [04]	00306	00654	00695	00613	01000	01000		00050	-2827
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3039
 [04]	00306	00654	00695	00613	01000	01000		00200	-2964
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3451
 [04]	00306	00654	00695	00613	01000	01000		00065	-2673
 [04]	00306	00654	00695	00613	01000	01000		-0017	-2949
 [04]	00306	00654	00695	00613	01000	01000		00075	-2697
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3319
 [04]	00306	00654	00695	00613	01000	01000		00047	-2969
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3135
 [04]	00306	00654	00695	00613	01000	01000		00050	-2822
 [04]	00306	00654	00695	00613	01000	01000		-0016	-3030
 [10]	00306	00654	00795	00644	00100	00000		00297	-2621
 [10]	00306	00654	00795	00644	00100	00000		-0016	-3210
 [10]	00306	00654	00795	00644	00100	00000		00032	-2547
 [10]	00306	00654	00795	00644	00100	00000		-0017	-2714
 [10]	00306	00654	00795	00644	00100	00000		00049	-2314
 [10]	00306	00654	00795	00644	00100	00000		-0017	-2624
 [02]	00406	00654	01000	01000	01000	01000		00379	-2600
 [02]	00406	00654	01000	01000	01000	01000		-0016	-3562
 [02]	00406	00654	01000	01000	01000	01000		00066	-3133
 [02]	00406	00654	01000	01000	01000	01000		-0016	-3359
 [02]	00406	00654	01000	01000	01000	01000		00048	-2749
 [02]	00406	00654	01000	01000	01000	01000		-0016	-3353
 [02]	00306	00654	01000	01000	01000	01000		00479	-2942
 [02]	00306	00654	01000	01000	01000	01000		-0015	-3230
 [02]	00306	00654	01000	01000	01000	01000		00040	-3091
 [02]	00306	00654	01000	01000	01000	01000		-0016	-2974
 [01]	00406	01000	01000	01000	01000	01000		00838	-2970
 [01]	00406	01000	01000	01000	01000	01000		-0016	-3431
 [00]	01000	01000	01000	01000	01000	01000		00727	-3196
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3425
 [00]	01000	01000	01000	01000	01000	01000		00243	-2933
 [00]	01000	01000	01000	01000	01000	01000		-0006	-2770
 [00]	01000	01000	01000	01000	01000	01000		00049	-2317
 [00]	01000	01000	01000	01000	01000	01000		-0017	-2570
 [00]	01000	01000	01000	01000	01000	01000		00167	-2337
 [00]	01000	01000	01000	01000	01000	01000		-0017	-2639
 [00]	01000	01000	01000	01000	01000	01000		00049	-2330
 [00]	01000	01000	01000	01000	01000	01000		-0017	-2552
 [00]	01000	01000	01000	01000	01000	01000		00166	-2323
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3175
 [04]	00506	00554	00695	00544	01000	01000		00889	-2800
 [04]	00506	00554	00695	00544	01000	01000		-0012	-3017
 [04]	00506	00554	00695	00544	01000	01000		00036	-2719
 [04]	00506	00554	00695	00544	01000	01000		-0016	-3320
 [04]	00506	00554	00695	00544	01000	01000		00047	-2971
 [04]	00506	00554	00695	00544	01000	01000		-0016	-3124
 [04]	00506	00554	00695	00544	01000	01000		00050	-2816
 [04]	00506	00554	00695	00544	01000	01000		-0016	-3031
 [04]	00506	00554	00695	00544	01000	01000		00147	-2680
 [04]	00506	00554	00695	00544	01000	01000		-0017	-2960
 [04]	00506	00554	00695	00544	01000	01000		00031	-2824
 [04]	00506	00554	00695	00544	01000	01000		-0016	-3380
 [05]	00606	00654	00664	00444	00200	01000		00806	-2917
 [05]	00606	00654	00664	00444	00200	01000		-0016	-3408
 [05]	00606	00654	00664	00444	00200	01000		00048	-2668
 [05]	00606	00654	00664	00444	00200	01000		-0017	-2786
 [05]	00606	00654	00664	00444	00200	01000		00046	-2567
 [05]	00606	00654	00664	00444	00200	01000		-0016	-3220
 [02]	00630	00664	01000	01000	01000	01000		00481	-3000
 [02]	00630	00664	01000	01000	01000	01000		-0014	-3291
 [00]	01000	01000	01000	01000	01000	01000		00332	-3502
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3345
 [00]	01000	01000	01000	01000	01000	01000		00031	-2764
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3432
 [00]	01000	01000	01000	01000	01000	01000		00049	-3279
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3119
 [00]	01000	01000	01000	01000	01000	01000		00046	-2541
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3247
 [00]	01000	01000	01000	01000	01000	01000		00050	-2637
 [00]	01000	01000	01000	01000	01000	01000		-0016	-3150
 [04]	00730	00649	00680	00544	01000	01000		00701	-2890
 [04]	00730	00649	00680	00544	01000	01000		-0016	-3532
 [04]	00730	00649	00680	00544	01000	01000		00031	-3191
 [04]	00730	00649	00680	00544	01000	01000		-0016	-3308
 [04]	00730	00649	00680	00544	01000	01000		00048	-2775
 [04]	00730	00649	00680	00544	01000	01000		-0016	-3307
 [04]	00730	00649	00680	00544	01000	01000		00047	-2962
 [04]	00730	00649	00680	00544	01000	01000		-0016	-3124
 [04]	00730	00649	00680	00544	01000	01000		00050	-2819
 [04]	00730	00649	00680	00544	01000	01000		-0016	-3022
 [04]	00830	00641	00688	00579	01000	01000		00701	-3067
 [04]	00830	00641	00688	00579	01000	01000		-0016	-3401
 [04]	00830	00641	00688	00579	01000	01000		00031	-2705
 [04]	00830	00641	00688	00579	01000	01000		-0017	-2868
 [04]	00830	00641	00688	00579	01000	01000		00048	-2922
 [04]	00830	00641	00688	00579	01000	01000		-0016	-3182
 [04]	00830	00641	00688	00579	01000	01000		00046	-2480
 [04]	00830	00641	00688	00579	01000	01000		-0017	-2693
 [04]	00830	00641	00688	00579	01000	01000		00049	-2310
 [04]	00830	00641	00688	00579	01000	01000		-0017	-2590
 [04]	00930	00637	00692	00596	01000	01000		00700	-2545
 [04]	00930	00637	00692	00596	01000	01000		-0017	-2952
 [04]	00930	00637	00692	00596	01000	01000		00031	-2817
 [04]	00930	00637	00692	00596	01000	01000		-0016	-3368
 [04]	00930	00637	00692	00596	01000	01000		00048	-2711
 [04]	00930	00637	00692	00596	01000	01000		-0017	-2737
 [04]	00930	00637	00692	00596	01000	01000		00046	-2589
 [04]	00930	00637	00692	00596	01000	01000		-0016	-3186
 [04]	00930	00637	00692	00596	01000	01000		00050	-2739
 [04]	00930	00637	00692	00596	01000	01000		-0016	-3095
 [04]	00966	00635	00694	00605	01000	01000		00701	-2986
 [04]	00966	00635	00694	00605	01000	01000		-0016	-3470
 [04]	00966	00635	00694	00605	01000	01000		00031	-3293
 [04]	00966	00635	00694	00605	01000	01000		-0016	-3244
 [04]	00966	00635	00694	00605	01000	01000		00048	-2852
 [04]	00966	00635	00694	00605	01000	01000		-0016	-3254
 [04]	00966	00635	00694	00605	01000	01000		00047	-3058
 [04]	00966	00635	00694	00605	01000	01000		-0016	-3056
 [04]	00966	00635	00694	00605	01000	01000		00050	-2901
 [04]	00966	00635	00694	00605	01000	01000		-0016	-2972
 [04]	00984	00634	00695	00609	01000	01000		00700	-2508
 [04]	00984	00634	00695	00609	01000	01000		-0017	-3064
 [04]	00984	00634	00695	00609	01000	01000		00031	-2766
 [04]	00984	00634	00695	00609	01000	01000		-0016	-3432
 [04]	00984	00634	00695	00609	01000	01000		00048	-2639
 [04]	00984	00634	00695	00609	01000	01000		-0017	-2848
 [04]	00984	00634	00695	00609	01000	01000		00046	-2538
 [04]	00984	00634	00695	00609	01000	01000		-0016	-3243
 [04]	00984	00634	00695	00609	01000	01000		00050	-2641
 [04]	00984	00634	00695	00609	01000	01000		-0016	-3157
 [04]	00993	00634	00695	00611	01000	01000		00701	-2894
 [04]	00993	00634	00695	00611	01000	01000		-0016	-3540
 [04]	00993	00634	00695	00611	01000	01000		00031	-3194
 [04]	00993	00634	00695	00611	01000	01000		-0016	-3312
 [04]	00993	00634	00695	00611	01000	01000		00048	-2774
 [04]	00993	00634	00695	00611	01000	01000		-0016	-3318
 [04]	00993	00634	00695	00611	01000	01000		00047	-2967
 [04]	00993	00634	00695	00611	01000	01000		-0016	-3122
 [04]	00993	00634	00695	00611	01000	01000		00050	-2812
 [04]	00993	00634	00695	00611	01000	01000		-0016	-3028
 [04]	00998	00634	00695	00612	01000	01000		00701	-3071
 [04]	00998	00634	00695	00612	01000	01000		-0016	-3415
 [04]	00998	00634	00695	00612	01000	01000		00031	-2712
 [04]	00998	00634	00695	00612	01000	01000		-0017	-2877
 [04]	00998	00634	00695	00612	01000	01000		00048	-2916
 [04]	00998	00634	00695	00612	01000	01000		-0016	-3187
 [04]	00998	00634	00695	00612	01000	01000		00046	-2486
 [04]	00998	00634	00695	00612	01000	01000		-0017	-2694
 [04]	00998	00634	00695	00612	01000	01000		00049	-2299
 [04]	00998	00634	00695	00612	01000	01000		-0017	-2586
 [04]	01000	00634	00695	00613	01000	01000		00700	-2545
 [04]	01000	00634	00695	00613	01000	01000		-0017	-2960
 [04]	01000	00634	00695	00613	01000	01000		00031	-2821
 [04]	01000	00634	00695	00613	01000	01000		-0016	-3376
 [04]	01000	00634	00695	00613	01000	01000		00048	-2701
 [04]	01000	00634	00695	00613	01000	01000		-0017	-2732
 [04]	01000	00634	00695	00613	01000	01000		00046	-2590
 [04]	01000	00634	00695	00613	01000	01000		-0016	-3188
 [04]	01000	00634	00695	00613	01000	01000		00050	-2728
 [04]	01000	00634	00695	00613	01000	01000		-0016	-3086
 [04]	01001	00634	00695	00613	01000	01000		00701	-2979
 [04]	01001	00634	00695	00613	01000	01000		-0016	-3468
 [04]	01001	00634	00695	00613	01000	01000		00031	-3286
 [04]	01001	00634	00695	00613	01000	01000		-0016	-3243
 [04]	01001	00634	00695	00613	01000	01000		00048	-2850
 [04]	01001	00634	00695	00613	01000	01000		-0016	-3245
 [04]	01001	00634	00695	00613	01000	01000		00047	-3055
 [04]	01001	00634	00695	00613	01000	01000		-0016	-3063
 [04]	01001	00634	00695	00613	01000	01000		00050	-2905
 [04]	01001	00634	00695	00613	01000	01000		-0016	-2966
 [04]	01002	00634	00695	00613	01000	01000		00700	-2498
 [04]	01002	00634	00695	00613	01000	01000		-0017	-3057
 [04]	01002	00634	00695	00613	01000	01000		00031	-2757
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3432
 [04]	01002	00634	00695	00613	01000	01000		00048	-2636
 [04]	01002	00634	00695	00613	01000	01000		-0017	-2839
 [04]	01002	00634	00695	00613	01000	01000		00046	-2531
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3251
 [04]	01002	00634	00695	00613	01000	01000		00050	-2648
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3156
 [04]	01002	00634	00695	00613	01000	01000		00701	-2892
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3531
 [04]	01002	00634	00695	00613	01000	01000		00031	-3190
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3304
 [04]	01002	00634	00695	00613	01000	01000		00048	-2779
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3317
 [04]	01002	00634	00695	00613	01000	01000		00047	-2960
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3120
 [04]	01002	00634	00695	00613	01000	01000		00050	-2820
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3038
 [04]	01002	00634	00695	00613	01000	01000		00701	-3073
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3413
 [04]	01002	00634	00695	00613	01000	01000		00031	-2705
 [04]	01002	00634	00695	00613	01000	01000		-0017	-2870
 [04]	01002	00634	00695	00613	01000	01000		00048	-2916
 [04]	01002	00634	00695	00613	01000	01000		-0016	-3198
 [04]	01002	00634	00695	00613	01000	01000		00046	-2482
 [04]	01002	00634	00695	00613	01000	01000		-0017	-2692
